"full_text","reply_count","retweet_count","favorite_count","url","created_at"
"""Aquello a lo que te resistes, persiste"".
Carl Gustav Jung
#Fuedicho https://t.co/FuNdcT8THl","4","168","662","https://twitter.com/fuedicho/status/1528948969178636289","2022-05-24T04:00:15.000Z"
"“He aprendido que la gente olvidará lo que dijiste, la gente olvidará lo que hiciste, pero la gente nunca olvidará cómo los hiciste sentir”.
Maya Angelou
#Fuedicho https://t.co/gRRb1ggctY","6","439","1967","https://twitter.com/fuedicho/status/1528933839795539968","2022-05-24T03:00:08.000Z"
"“No se puede enseñar nada a un hombre, sólo se le puede ayudar a descubrirse a sí mismo”.
Galileo Galilei
#Fuedicho https://t.co/nSupDGv93b","6","192","895","https://twitter.com/fuedicho/status/1528918792025395200","2022-05-24T02:00:20.000Z"
"""La capacidad de entusiasmo es signo de salud espiritual""
Gregorio Marañón 
#Fuedicho https://t.co/KUEY1WGpaa","4","123","586","https://twitter.com/fuedicho/status/1528903660494802944","2022-05-24T01:00:12.000Z"
"""Por bien que se hable, cuando se habla demasiado, siempre se acaban diciendo tonterías"".
Alejandro Dumas
#Fuedicho https://t.co/JV1dFVXkrt","11","501","2132","https://twitter.com/fuedicho/status/1528888635747082249","2022-05-24T00:00:30.000Z"
"“Hay una fecha de caducidad para culpar a tus padres por conducirte en dirección equivocada; en el momento que tienes edad suficiente para tomar el timón, la responsabilidad es tuya”.
J.K. Rowling
#Fuedicho https://t.co/II83rEsCgF","11","499","1915","https://twitter.com/fuedicho/status/1528873480543944704","2022-05-23T23:00:17.000Z"
"""La primera obligación de todo ser humano es ser feliz, la segunda es hacer feliz a los demás"".
Mario Moreno (Cantinflas)
#Fuedicho https://t.co/liyE5liczc","25","1393","6559","https://twitter.com/fuedicho/status/1528858449156661259","2022-05-23T22:00:33.000Z"
"""Avasallar no es conquistar"".
Gustave Le Bon
#Fuedicho https://t.co/4Jf2NhugYw","0","82","311","https://twitter.com/fuedicho/status/1528843299750035457","2022-05-23T21:00:21.000Z"
"""Prefiero la libertad con peligro que la paz con esclavitud"".
Jean-Jacques Rousseau
#Fuedicho https://t.co/R6Au9D0MuS","7","641","2589","https://twitter.com/fuedicho/status/1528828281071587334","2022-05-23T20:00:41.000Z"
"""La verdadera gloria es una grande reputacion fundada en los servicios prestados a la patria"".
Cicerón
#Fuedicho https://t.co/WEE1xFuMLs","4","111","409","https://twitter.com/fuedicho/status/1528813136161153026","2022-05-23T19:00:30.000Z"
